tweet_text	label_text	cleaned_text_bert	cleaned_text_bertweet
I'm doing a heckuva job! Brownie. 2 scoops of ice cream. #PuertoRico #TrumpStump #HurricaneMaria https://t.co/Zu5yquwkLh	not_humanitarian	I'm doing a heckuva job! Brownie. 2 scoops of ice cream. PuertoRico TrumpStump HurricaneMaria	I'm doing a heckuva job! Brownie. 2 scoops of ice cream. #PuertoRico #TrumpStump #HurricaneMaria https://t.co/Zu5yquwkLh
Packed some trucks for Hurricane Maria victims today. @youthuwrc @UWRockland https://t.co/Y4GId09SgJ	rescue_volunteering_or_donation_effort	Packed some trucks for Hurricane Maria victims today.	Packed some trucks for Hurricane Maria victims today. @youthuwrc @UWRockland https://t.co/Y4GId09SgJ
@Convertbond @Jesse_Livermore LIBTARDS RUIN EVERYTHING AND BLAME EVERYONE BUT THEMSELVES. https://t.co/yF9XSYDo2v https://t.co/vTxkEh93wh	not_humanitarian	LIBTARDS RUIN EVERYTHING AND BLAME EVERYONE BUT THEMSELVES.	@Convertbond @Jesse_Livermore LIBTARDS RUIN EVERYTHING AND BLAME EVERYONE BUT THEMSELVES. https://t.co/yF9XSYDo2v https://t.co/vTxkEh93wh
A pair of #HurricaneMaria related readouts just issued by @WhiteHouse. https://t.co/GoeSahsO3j	not_humanitarian	A pair of HurricaneMaria related readouts just issued by .	A pair of #HurricaneMaria related readouts just issued by @WhiteHouse. https://t.co/GoeSahsO3j
RT @KEEMSTAR: LMFAO #HurricaneMaria https://t.co/LYizrKBPCQ	not_humanitarian	LMFAO HurricaneMaria	LMFAO #HurricaneMaria https://t.co/LYizrKBPCQ
Lady Gaga will be donating $1M for Hurricane Harvey, Irma, José, Maria, and the Mexico City earthquake. https://t.co/OOPSgYMDO6	rescue_volunteering_or_donation_effort	Lady Gaga will be donating $1M for Hurricane Harvey, Irma, José, Maria, and the Mexico City earthquake.	Lady Gaga will be donating $1M for Hurricane Harvey, Irma, José, Maria, and the Mexico City earthquake. https://t.co/OOPSgYMDO6
@ambertamblyn Nope, I voted Obama and Kerry. I will never vote Dems again. You are liars. https://t.co/wr7PHGyt4n https://t.co/uv7Y06dJhG	not_humanitarian	Nope, I voted Obama and Kerry. I will never vote Dems again. You are liars.	@ambertamblyn Nope, I voted Obama and Kerry. I will never vote Dems again. You are liars. https://t.co/wr7PHGyt4n https://t.co/uv7Y06dJhG
Helping out our community in Condado after Maria Hurricane! #cvspuertorico #sharecare https://t.co/Df4tWj1Nij	rescue_volunteering_or_donation_effort	Helping out our community in Condado after Maria Hurricane! cvspuertorico sharecare	Helping out our community in Condado after Maria Hurricane! #cvspuertorico #sharecare https://t.co/Df4tWj1Nij
#HappeningNow Loadup of #SCGuard Engineer pallets heading to #PuertoRico for #HurricaneMaria recovery https://t.co/rsrbiEhTl7	rescue_volunteering_or_donation_effort	HappeningNow Loadup of SCGuard Engineer pallets heading to PuertoRico for HurricaneMaria recovery	#HappeningNow Loadup of #SCGuard Engineer pallets heading to #PuertoRico for #HurricaneMaria recovery https://t.co/rsrbiEhTl7
Comic diary about what we're living in #PuertoRico á½ 2á½ 2á½ 2 #HurricaneMaria #PRsTRONG https://t.co/Gs9qJurLMr	not_humanitarian	Comic diary about what we're living in PuertoRico á1⁄2 2á1⁄2 2á1⁄2 2 HurricaneMaria PRsTRONG	Comic diary about what we're living in #PuertoRico á1⁄2 2á1⁄2 2á1⁄2 2 #HurricaneMaria #PRsTRONG https://t.co/Gs9qJurLMr
Delivering water filters with @cadena_ong in #Dominica and seeing impacts of #HurricaneMaria https://t.co/4ozSxB7duF	rescue_volunteering_or_donation_effort	Delivering water filters with in Dominica and seeing impacts of HurricaneMaria	Delivering water filters with @cadena_ong in #Dominica and seeing impacts of #HurricaneMaria https://t.co/4ozSxB7duF
.@Pirates collecting donations for #HurricaneMaria relief. Flying supplies to #PuertoRico. #WPXI #Pittsburgh #PGH https://t.co/rZetyByzmO	rescue_volunteering_or_donation_effort	. collecting donations for HurricaneMaria relief. Flying supplies to PuertoRico. WPXI Pittsburgh PGH	.@Pirates collecting donations for #HurricaneMaria relief. Flying supplies to #PuertoRico. #WPXI #Pittsburgh #PGH https://t.co/rZetyByzmO
Proud of our 17 airmen who deployed early this morning to aid in the #HurricaneMaria relief efforts. https://t.co/SG3Wk0XKC6	rescue_volunteering_or_donation_effort	Proud of our 17 airmen who deployed early this morning to aid in the HurricaneMaria relief efforts.	Proud of our 17 airmen who deployed early this morning to aid in the #HurricaneMaria relief efforts. https://t.co/SG3Wk0XKC6
United we can help the 3.7 million American citizens of PR and USVI! #HurricaneMaria #Food #Water https://t.co/kUfr5cWMZr	rescue_volunteering_or_donation_effort	United we can help the 3.7 million American citizens of PR and USVI! HurricaneMaria Food Water	United we can help the 3.7 million American citizens of PR and USVI! #HurricaneMaria #Food #Water https://t.co/kUfr5cWMZr
NAVFAC Southeast damage assessment team in #PuertoRico checking out damage to facilities caused by #HurricaneMaria. https://t.co/1SU0LjTUG6	infrastructure_and_utility_damage	NAVFAC Southeast damage assessment team in PuertoRico checking out damage to facilities caused by HurricaneMaria.	NAVFAC Southeast damage assessment team in #PuertoRico checking out damage to facilities caused by #HurricaneMaria. https://t.co/1SU0LjTUG6
This is my friends home after #HurricaneMaria please help by donating https://t.co/9I4qePaKOO https://t.co/VMigoHoX0A	infrastructure_and_utility_damage	This is my friends home after HurricaneMaria please help by donating	This is my friends home after #HurricaneMaria please help by donating https://t.co/9I4qePaKOO https://t.co/VMigoHoX0A
#USCG loads relief supplies in aftermath of Hurricane Maria https://t.co/itLCcrPl3a https://t.co/4H2qvrTkHY	rescue_volunteering_or_donation_effort	USCG loads relief supplies in aftermath of Hurricane Maria	#USCG loads relief supplies in aftermath of Hurricane Maria https://t.co/itLCcrPl3a https://t.co/4H2qvrTkHY
RT @RepJenniffer: Arriving to Puerto Rico with @POTUS and @FLOTUS #PRStrong https://t.co/MKezBCqCry	not_humanitarian	Arriving to Puerto Rico with and PRStrong	Arriving to Puerto Rico with @POTUS and @FLOTUS #PRStrong https://t.co/MKezBCqCry
RT @Pirates: This morning our crew is getting ready to leave for Puerto Rico. https://t.co/dc66o1x2wt	not_humanitarian	This morning our crew is getting ready to leave for Puerto Rico.	This morning our crew is getting ready to leave for Puerto Rico. https://t.co/dc66o1x2wt
RT @rlg100619: In the midst of the crisis in Puerto Rico, who keeps supplying this woman with these t-shirts? https://t.co/ZjsmgXXxdT	not_humanitarian	In the midst of the crisis in Puerto Rico, who keeps supplying this woman with these t-shirts?	In the midst of the crisis in Puerto Rico, who keeps supplying this woman with these t-shirts? https://t.co/ZjsmgXXxdT
RT @hstylespr: Thank you so much @Harry_Styles!! Puerto Rico loves you!!â¤ï¸á¼Ÿ5á¼Ÿ7á½¢2á½¢5 - R https://t.co/dqRWzcjIJD	not_humanitarian	Thank you so much !! Puerto Rico loves you!! red_heart ἟5἟7ὢ2ὢ5 - R	Thank you so much @Harry_Styles!! Puerto Rico loves you!!❤️἟5἟7ὢ2ὢ5 - R https://t.co/dqRWzcjIJD
RT @drkillapatient: I'm not great w/ shoes, but is Melania rockin timbs in Puerto Rico?? https://t.co/yGbv5dJx9Z	not_humanitarian	I'm not great w/ shoes, but is Melania rockin timbs in Puerto Rico??	I'm not great w/ shoes, but is Melania rockin timbs in Puerto Rico?? https://t.co/yGbv5dJx9Z
Our coin drive for Puerto Rico relief kicked off today. Our Byam students showing empathy by donating their change. https://t.co/uUdYp4zN16	not_humanitarian	Our coin drive for Puerto Rico relief kicked off today. Our Byam students showing empathy by donating their change.	Our coin drive for Puerto Rico relief kicked off today. Our Byam students showing empathy by donating their change. https://t.co/uUdYp4zN16
Come out this Saturday, 4th &amp; Lehigh. Accepting all donations for Puerto Rico https://t.co/S8eFpVDUWB	rescue_volunteering_or_donation_effort	Come out this Saturday, 4th & Lehigh. Accepting all donations for Puerto Rico	Come out this Saturday, 4th & Lehigh. Accepting all donations for Puerto Rico https://t.co/S8eFpVDUWB
This about the efforts of American Amateur Radio operators in Puerto Rico. https://t.co/VIcy2SSwN2	not_humanitarian	This about the efforts of American Amateur Radio operators in Puerto Rico.	This about the efforts of American Amateur Radio operators in Puerto Rico. https://t.co/VIcy2SSwN2
7:50 It's Time to Pay Back Puerto Rico: The Daily Show https://t.co/PLfiUvBmUU #TDS https://t.co/RIR976T5dG	not_humanitarian	7:50 It's Time to Pay Back Puerto Rico: The Daily Show TDS	7:50 It's Time to Pay Back Puerto Rico: The Daily Show https://t.co/PLfiUvBmUU #TDS https://t.co/RIR976T5dG
RT @PamelaFalk: #2020Watch Changing Demographics of Florida ~ the new Puerto Rico vote https://t.co/SEL5OHDXNJ https://t.co/5UDB3p6xJN	not_humanitarian	2020Watch Changing Demographics of Florida ~ the new Puerto Rico vote	#2020Watch Changing Demographics of Florida ~ the new Puerto Rico vote https://t.co/SEL5OHDXNJ https://t.co/5UDB3p6xJN
Storm clouds roll over Lutwyche. Captured by #9News viewer Maria Michelle. https://t.co/dWPWH5OaVl	other_relevant_information	Storm clouds roll over Lutwyche. Captured by 9News viewer Maria Michelle.	Storm clouds roll over Lutwyche. Captured by #9News viewer Maria Michelle. https://t.co/dWPWH5OaVl
What's the trouble, he gave out at least a half dozen rolls of toilet paper, didn't he.... https://t.co/OOU3vbBQt4 https://t.co/gNWh1NsV8e	not_humanitarian	What's the trouble, he gave out at least a half dozen rolls of toilet paper, didn't he....	What's the trouble, he gave out at least a half dozen rolls of toilet paper, didn't he.... https://t.co/OOU3vbBQt4 https://t.co/gNWh1NsV8e
RT @CustomsBorder: CBP officers help clean up destruction from #HurricaneMaria in the US Virgin Islands. https://t.co/PlqER67r4T	rescue_volunteering_or_donation_effort	CBP officers help clean up destruction from HurricaneMaria in the US Virgin Islands.	CBP officers help clean up destruction from #HurricaneMaria in the US Virgin Islands. https://t.co/PlqER67r4T
RT @TheBestOfJoJo: @iamjojo At Starry Night Masquerade for Puerto Rico. https://t.co/hduDNaPwIJ	not_humanitarian	At Starry Night Masquerade for Puerto Rico.	@iamjojo At Starry Night Masquerade for Puerto Rico. https://t.co/hduDNaPwIJ
RT @MauroRodz: Portugal's president after the fires á½’5 l Trump after hurricane in Puerto Rico https://t.co/gmhflLgJ2K	not_humanitarian	Portugal's president after the fires á1⁄2'5 l Trump after hurricane in Puerto Rico	Portugal's president after the fires á1⁄2'5 l Trump after hurricane in Puerto Rico https://t.co/gmhflLgJ2K
RT @WFP: #Dominica: WFP is providing food, logistics and telecoms support to families affected by #HurricaneMaria. https://t.co/YYYSRqRncf	rescue_volunteering_or_donation_effort	Dominica: WFP is providing food, logistics and telecoms support to families affected by HurricaneMaria.	#Dominica: WFP is providing food, logistics and telecoms support to families affected by #HurricaneMaria. https://t.co/YYYSRqRncf
RT @AlisonLoveLight: Meanwhile Puerto Rico waits in the dark #thirdwavevolunteers #studiounite @SolightD https://t.co/zP46Anmmu4	not_humanitarian	Meanwhile Puerto Rico waits in the dark thirdwavevolunteers studiounite	Meanwhile Puerto Rico waits in the dark #thirdwavevolunteers #studiounite @SolightD https://t.co/zP46Anmmu4
Puerto Rico and Las Vegas and Niger but that freaking demented illegitimate president has time for Treason. https://t.co/PO4I0Tlt85	not_humanitarian	Puerto Rico and Las Vegas and Niger but that freaking demented illegitimate president has time for Treason.	Puerto Rico and Las Vegas and Niger but that freaking demented illegitimate president has time for Treason. https://t.co/PO4I0Tlt85
Let me show you guys our house after hurricane Maria https://t.co/xevmIR1GNa	infrastructure_and_utility_damage	Let me show you guys our house after hurricane Maria	Let me show you guys our house after hurricane Maria https://t.co/xevmIR1GNa
@FoxNews @CarmenYulinCruz @POTUS Trump was Too busy golfing all weekend to care about Puerto Rico https://t.co/BFglNdGnR9	not_humanitarian	Trump was Too busy golfing all weekend to care about Puerto Rico	@FoxNews @CarmenYulinCruz @POTUS Trump was Too busy golfing all weekend to care about Puerto Rico https://t.co/BFglNdGnR9
@jaketapper @TheGoodGodAbove THE WHITE HOUSE 1600 PENNSYLVANIA AVE NW WASHINGTON, DC. 20500 MARK: FOR PUERTO RICO https://t.co/M2iuGdO0Uj	not_humanitarian	THE WHITE HOUSE 1600 PENNSYLVANIA AVE NW WASHINGTON, DC. 20500 MARK: FOR PUERTO RICO	@jaketapper @TheGoodGodAbove THE WHITE HOUSE 1600 PENNSYLVANIA AVE NW WASHINGTON, DC. 20500 MARK: FOR PUERTO RICO https://t.co/M2iuGdO0Uj
Back in Florida. Will head home in a couple days. Missing Puerto Rico already. @Nix_km https://t.co/FPAo0FqmUo	not_humanitarian	Back in Florida. Will head home in a couple days. Missing Puerto Rico already.	Back in Florida. Will head home in a couple days. Missing Puerto Rico already. @Nix_km https://t.co/FPAo0FqmUo
"#IBelieveFrederica ""...Watch Mike...I'm gonna make the Governor of Puerto Rico give me a 10 out of 10""... https://t.co/HRIxgxinYg"	not_humanitarian	"IBelieveFrederica ""...Watch Mike...I'm gonna make the Governor of Puerto Rico give me a 10 out of 10""..."	"#IBelieveFrederica ""...Watch Mike...I'm gonna make the Governor of Puerto Rico give me a 10 out of 10""... https://t.co/HRIxgxinYg"
RT @PuertoRicoPUR: Stars unite for Puerto Rico relief https://t.co/cyR4parhaV á½¤Fá¼¿Dá¼»6á¼Ÿ5á¼Ÿ7á¼Ÿ5á¼Ÿ7á¼Ÿ5á¼Ÿ7 https://t.co/PjOHq5hb7d	not_humanitarian	Stars unite for Puerto Rico relief ὤFἿDἻ6἟5἟7἟5἟7἟5἟7	Stars unite for Puerto Rico relief https://t.co/cyR4parhaV ὤFἿDἻ6἟5἟7἟5἟7἟5἟7 https://t.co/PjOHq5hb7d
https://t.co/c79P3G8QNx is literally always telling it like it is. Please donâ€™t forget about Puerto Rico. https://t.co/4M8uWRSNS6	not_humanitarian	is literally always telling it like it is. Please don't forget about Puerto Rico.	https://t.co/c79P3G8QNx is literally always telling it like it is. Please don't forget about Puerto Rico. https://t.co/4M8uWRSNS6
"RT @epicwipes ""... #HurricaneMaria devasted #PuertoRico. We've sent Epic Wipes to @fema volunteers as they help...s https://t.co/CVa9HDBvG2"""	rescue_volunteering_or_donation_effort	"RT ""... HurricaneMaria devasted PuertoRico. We've sent Epic Wipes to volunteers as they help...s"	"RT @epicwipes ""... #HurricaneMaria devasted #PuertoRico. We've sent Epic Wipes to @fema volunteers as they help...s https://t.co/CVa9HDBvG2"""
RIGHT NOW: A sample of the 80,000+ photos Tennessee Civil Air Patrol has taken in Puerto Rico. #WATE @6News https://t.co/HlNDwyo0Ga	not_humanitarian	RIGHT NOW: A sample of the 80,000+ photos Tennessee Civil Air Patrol has taken in Puerto Rico. WATE	RIGHT NOW: A sample of the 80,000+ photos Tennessee Civil Air Patrol has taken in Puerto Rico. #WATE @6News https://t.co/HlNDwyo0Ga
RT @wilfredodiazPR: @NewsfromJEA Thanks for support PUERTO RICO ἟5἟7 #PRStrong GOD BLESS JEA ἟A἟8 https://t.co/C6swj8bkIj	not_humanitarian	Thanks for support PUERTO RICO ἟5἟7 PRStrong GOD BLESS JEA ἟A἟8	@NewsfromJEA Thanks for support PUERTO RICO ἟5἟7 #PRStrong GOD BLESS JEA ἟A἟8 https://t.co/C6swj8bkIj
From sitting on a ledge in Puerto Rico to Emory alumni dinner. Tonight was fun! https://t.co/uErqKqatIi	not_humanitarian	From sitting on a ledge in Puerto Rico to Emory alumni dinner. Tonight was fun!	From sitting on a ledge in Puerto Rico to Emory alumni dinner. Tonight was fun! https://t.co/uErqKqatIi
Mid Century Modern Architecture Puerto Rico https://t.co/FnDC1QGiFU https://t.co/Svvzqfi7X2	not_humanitarian	Mid Century Modern Architecture Puerto Rico	Mid Century Modern Architecture Puerto Rico https://t.co/FnDC1QGiFU https://t.co/Svvzqfi7X2
RT @itsydg: raised some money for Vegas &amp; Puerto Rico last week with squad squad. Thank you LA! á½8: @stassievee https://t.co/xkgcgYPSb5	not_humanitarian	raised some money for Vegas & Puerto Rico last week with squad squad. Thank you LA! ὏8:	raised some money for Vegas & Puerto Rico last week with squad squad. Thank you LA! ὏8: @stassievee https://t.co/xkgcgYPSb5
Hurricane Maria and sausage diet got me lookin skinny smh https://t.co/4IJXq7zt4e	not_humanitarian	Hurricane Maria and sausage diet got me lookin skinny smh	Hurricane Maria and sausage diet got me lookin skinny smh https://t.co/4IJXq7zt4e
Who's joining us this weekend for the final days of Orlando Cares - Hope for Puerto Rico? https://t.co/rFkONuLwcm https://t.co/4DWYNddPMB	not_humanitarian	Who's joining us this weekend for the final days of Orlando Cares - Hope for Puerto Rico?	Who's joining us this weekend for the final days of Orlando Cares - Hope for Puerto Rico? https://t.co/rFkONuLwcm https://t.co/4DWYNddPMB
Donations were dropped off from the Amherst jv donative drive for Puerto Rico! https://t.co/clXMdF36Ni	rescue_volunteering_or_donation_effort	Donations were dropped off from the Amherst jv donative drive for Puerto Rico!	Donations were dropped off from the Amherst jv donative drive for Puerto Rico! https://t.co/clXMdF36Ni
@washingtonpost @autismgold @IESResearch Please read. S.O.S. for the children with disabilities in Puerto Rico. https://t.co/QwXSQeMoV3	not_humanitarian	Please read. S.O.S. for the children with disabilities in Puerto Rico.	@washingtonpost @autismgold @IESResearch Please read. S.O.S. for the children with disabilities in Puerto Rico. https://t.co/QwXSQeMoV3
Volunteering &amp; dropping donations at Puerto Rico Rises with my own family &amp; @BuggMagnet fam #BuggbyDesign https://t.co/4wcoRDRqc9	rescue_volunteering_or_donation_effort	Volunteering & dropping donations at Puerto Rico Rises with my own family & fam BuggbyDesign	Volunteering & dropping donations at Puerto Rico Rises with my own family & @BuggMagnet fam #BuggbyDesign https://t.co/4wcoRDRqc9
Carmen Yulin's agenda is to push independence past 4%. She ALWAYS KEEPS A SEPARATIST LIGHT BLUE PUERTO RICO FLAG. https://t.co/QBwzbbwyYm	not_humanitarian	Carmen Yulin's agenda is to push independence past 4%. She ALWAYS KEEPS A SEPARATIST LIGHT BLUE PUERTO RICO FLAG.	Carmen Yulin's agenda is to push independence past 4%. She ALWAYS KEEPS A SEPARATIST LIGHT BLUE PUERTO RICO FLAG. https://t.co/QBwzbbwyYm
lol i forgot theres this board game about straight up colonizing &amp; exploiting puerto rico nice y’all https://t.co/iifFviobv0	not_humanitarian	lol i forgot theres this board game about straight up colonizing & exploiting puerto rico nice y'all	lol i forgot theres this board game about straight up colonizing & exploiting puerto rico nice y'all https://t.co/iifFviobv0
Donâ€™t have flood insurance. Get bailed out by FEMA. Now go fuck yourself Puerto Rico. https://t.co/xrJI3vaaYs	not_humanitarian	Don't have flood insurance. Get bailed out by FEMA. Now go fuck yourself Puerto Rico.	Don't have flood insurance. Get bailed out by FEMA. Now go fuck yourself Puerto Rico. https://t.co/xrJI3vaaYs
Thank You @NewsfromJEA from Caguas, Puerto Rico!! #PRStrong https://t.co/yDOmT9rGFy	not_humanitarian	Thank You from Caguas, Puerto Rico!! PRStrong	Thank You @NewsfromJEA from Caguas, Puerto Rico!! #PRStrong https://t.co/yDOmT9rGFy
While Lee is in Puerto Rico. Matt is looking after Pete and the Farm. Ὁ9 #MattLee https://t.co/xYJ2dkbkHk	not_humanitarian	While Lee is in Puerto Rico. Matt is looking after Pete and the Farm. Ὁ9 MattLee	While Lee is in Puerto Rico. Matt is looking after Pete and the Farm. Ὁ9 #MattLee https://t.co/xYJ2dkbkHk
RT @extratv: .@gwenstefani performs at #SomosUnaVoz for Puerto Rico releif. More pics: https://t.co/sBAxJUAHLn https://t.co/H4V3o9NZNX	not_humanitarian	. performs at SomosUnaVoz for Puerto Rico releif. More pics:	.@gwenstefani performs at #SomosUnaVoz for Puerto Rico releif. More pics: https://t.co/sBAxJUAHLn https://t.co/H4V3o9NZNX
Hurricane Irma/Maria damage and a great @GetFlexSeal story! I have your new commercial Flexseal guy! https://t.co/88alc6JsJu	not_humanitarian	Hurricane Irma/Maria damage and a great story! I have your new commercial Flexseal guy!	Hurricane Irma/Maria damage and a great @GetFlexSeal story! I have your new commercial Flexseal guy! https://t.co/88alc6JsJu
RT @lntokordei: Puerto Rico you are beautiful https://t.co/Vdaj8mq0MG	not_humanitarian	Puerto Rico you are beautiful	Puerto Rico you are beautiful https://t.co/Vdaj8mq0MG
Puerto Rico Hurricane Relief party is underway at Blue Moon Event Center, 2560 Mt Moriah. Runs until 7pm! https://t.co/qGabIBIOfY	rescue_volunteering_or_donation_effort	Puerto Rico Hurricane Relief party is underway at Blue Moon Event Center, 2560 Mt Moriah. Runs until 7pm!	Puerto Rico Hurricane Relief party is underway at Blue Moon Event Center, 2560 Mt Moriah. Runs until 7pm! https://t.co/qGabIBIOfY
Houston-Waiting on #FEMA https://t.co/ZtcRUlGGhy https://t.co/25Xh8EbBZa	not_humanitarian	Houston-Waiting on FEMA	Houston-Waiting on #FEMA https://t.co/ZtcRUlGGhy https://t.co/25Xh8EbBZa
And @MariaSharapova and @MonicaAce93 are off to Puerto Rico âœˆï¸á¼Ÿ5á¼Ÿ7â¤ï¸á¾‘7 https://t.co/ltdNE4iIIW	not_humanitarian	And and are off to Puerto Rico airplane ἟5἟7 red_heart ᾑ7	And @MariaSharapova and @MonicaAce93 are off to Puerto Rico ✈️἟5἟7❤️ᾑ7 https://t.co/ltdNE4iIIW
@MariaSharapova and @MonicaAce93 on airport in Puerto Rico἟5἟7❤ Photo: @ricardorossello https://t.co/a7jfkHGPVv	not_humanitarian	and on airport in Puerto Rico἟5἟7 red_heart Photo:	@MariaSharapova and @MonicaAce93 on airport in Puerto Rico἟5἟7❤ Photo: @ricardorossello https://t.co/a7jfkHGPVv
A celebratory song and a prayer for safe travels. All the supplies collected will now make their way to Puerto Rico! https://t.co/uRUkTYH08O	not_humanitarian	A celebratory song and a prayer for safe travels. All the supplies collected will now make their way to Puerto Rico!	A celebratory song and a prayer for safe travels. All the supplies collected will now make their way to Puerto Rico! https://t.co/uRUkTYH08O
@MariaSharapova and @MonicaAce93 visited at San Jorge Hospital in Puerto Rico Happy birthday Corally!❤ https://t.co/HuDuk1wVXj	not_humanitarian	and visited at San Jorge Hospital in Puerto Rico Happy birthday Corally! red_heart	@MariaSharapova and @MonicaAce93 visited at San Jorge Hospital in Puerto Rico Happy birthday Corally!❤ https://t.co/HuDuk1wVXj
Maria Sharapova and Monica Puig with kids at San Jorge Children's Hospital in Puerto Rico. á½8: Juan Martinez https://t.co/TpBjKvlJtp	not_humanitarian	Maria Sharapova and Monica Puig with kids at San Jorge Children's Hospital in Puerto Rico. ὏8: Juan Martinez	Maria Sharapova and Monica Puig with kids at San Jorge Children's Hospital in Puerto Rico. ὏8: Juan Martinez https://t.co/TpBjKvlJtp
Maria helps the Red Cross crew at Loíza in Puerto Rico. ὤF ὏8: Carlos Rivera Giusti https://t.co/Aj4dTN4fJZ	rescue_volunteering_or_donation_effort	Maria helps the Red Cross crew at Loíza in Puerto Rico. ὤF ὏8: Carlos Rivera Giusti	Maria helps the Red Cross crew at Loíza in Puerto Rico. ὤF ὏8: Carlos Rivera Giusti https://t.co/Aj4dTN4fJZ
#SNELovesPets. This is Jackie, adopted from Puerto Rico. https://t.co/dBjwTeUGIC	not_humanitarian	SNELovesPets. This is Jackie, adopted from Puerto Rico.	#SNELovesPets. This is Jackie, adopted from Puerto Rico. https://t.co/dBjwTeUGIC
34 days after Hurricane Maria, RRT Wilson finally get a day to relax. https://t.co/NBbK6cwJFJ	not_humanitarian	34 days after Hurricane Maria, RRT Wilson finally get a day to relax.	34 days after Hurricane Maria, RRT Wilson finally get a day to relax. https://t.co/NBbK6cwJFJ
.@MariaSharapova &amp; @MonicaAce93 handing out Red Cross supplies in Puerto Rico https://t.co/z7qdhYDNx5	rescue_volunteering_or_donation_effort	. & handing out Red Cross supplies in Puerto Rico	.@MariaSharapova & @MonicaAce93 handing out Red Cross supplies in Puerto Rico https://t.co/z7qdhYDNx5
Maria Sharapova's work in Puerto Rico yesterday. ❤️἟5἟7 ὏8: Ricky Martin Foundation https://t.co/Jw3IrQesh6	rescue_volunteering_or_donation_effort	Maria Sharapova's work in Puerto Rico yesterday. red_heart ἟5἟7 ὏8: Ricky Martin Foundation	Maria Sharapova's work in Puerto Rico yesterday. ❤️἟5἟7 ὏8: Ricky Martin Foundation https://t.co/Jw3IrQesh6
RT @Zorimar17: @BetteMidler Help us help Puerto Rico's chronic ill patients. One flight at a time! @TeamStefanoPR https://t.co/YQK2Xje1Bg	not_humanitarian	Help us help Puerto Rico's chronic ill patients. One flight at a time!	@BetteMidler Help us help Puerto Rico's chronic ill patients. One flight at a time! @TeamStefanoPR https://t.co/YQK2Xje1Bg
#DogHalloweenCostumes. He just loves to dress up. He is Cuate. From Puerto Rico. https://t.co/RazYHH0raz	not_humanitarian	DogHalloweenCostumes. He just loves to dress up. He is Cuate. From Puerto Rico.	#DogHalloweenCostumes. He just loves to dress up. He is Cuate. From Puerto Rico. https://t.co/RazYHH0raz
The urban-rural divide in #PuertoRico could get soon bigger for the island's schools. https://t.co/nmGe7d9W6f https://t.co/NAq2mZNyvR	not_humanitarian	The urban-rural divide in PuertoRico could get soon bigger for the island's schools.	The urban-rural divide in #PuertoRico could get soon bigger for the island's schools. https://t.co/nmGe7d9W6f https://t.co/NAq2mZNyvR
We celebrated bilingual month with a mom from Puerto Rico. The flag, a book, and plantain chips to share. @rbebears https://t.co/9n5sc8iBP6	not_humanitarian	We celebrated bilingual month with a mom from Puerto Rico. The flag, a book, and plantain chips to share.	We celebrated bilingual month with a mom from Puerto Rico. The flag, a book, and plantain chips to share. @rbebears https://t.co/9n5sc8iBP6
Thank you, @novak1016 , for transporting Westbrook's donations for Puerto Rico today! #NovakandParker https://t.co/TdlZrlKuYH	rescue_volunteering_or_donation_effort	Thank you, , for transporting Westbrook's donations for Puerto Rico today! NovakandParker	Thank you, @novak1016 , for transporting Westbrook's donations for Puerto Rico today! #NovakandParker https://t.co/TdlZrlKuYH
Dumb and Dumber over at @WhitefishEnergy apparently think that Puerto Rico is in another country. á¾“7á¼¿Bâ€â™€ï¸ https://t.co/uYKmERFlhe	not_humanitarian	Dumb and Dumber over at apparently think that Puerto Rico is in another country. ᾓ7ἿB‍ female_sign	Dumb and Dumber over at @WhitefishEnergy apparently think that Puerto Rico is in another country. ᾓ7ἿB‍♀️ https://t.co/uYKmERFlhe
19 days. It only took them 19 days to make a solar powered energy plan in Puerto Rico happen. https://t.co/5QvFzgTTx1	not_humanitarian	19 days. It only took them 19 days to make a solar powered energy plan in Puerto Rico happen.	19 days. It only took them 19 days to make a solar powered energy plan in Puerto Rico happen. https://t.co/5QvFzgTTx1
Many great experiences helping people in Yauco, Puerto Rico!!! https://t.co/b6UNwVXFzP	not_humanitarian	Many great experiences helping people in Yauco, Puerto Rico!!!	Many great experiences helping people in Yauco, Puerto Rico!!! https://t.co/b6UNwVXFzP
He was robbed in Bolivia á¼ž7á¼Ÿ4 and the injures left him with no memory help find his family he is from Puerto Rico á¼Ÿ5á¼Ÿ7 https://t.co/m1XGRku4wz	not_humanitarian	He was robbed in Bolivia ἞7἟4 and the injures left him with no memory help find his family he is from Puerto Rico ἟5἟7	He was robbed in Bolivia ἞7἟4 and the injures left him with no memory help find his family he is from Puerto Rico ἟5἟7 https://t.co/m1XGRku4wz
RT @katieellen505: Last full day in Puerto Ricoὡ3ὁA https://t.co/XWvF6KG5Gw	not_humanitarian	Last full day in Puerto Ricoὡ3ὁA	Last full day in Puerto Ricoὡ3ὁA https://t.co/XWvF6KG5Gw
Ms Saunders' reading classes wrote and decorated letters for Pencils Por Puerto Rico. #BeTheChange ! @CCSDConnects https://t.co/dFuZfx4z3G	not_humanitarian	Ms Saunders' reading classes wrote and decorated letters for Pencils Por Puerto Rico. BeTheChange !	Ms Saunders' reading classes wrote and decorated letters for Pencils Por Puerto Rico. #BeTheChange ! @CCSDConnects https://t.co/dFuZfx4z3G
